baseline_version,jp_term,cn_term,category,count,classification,applicability,source_authority,source_hash,reason,examples,origin
photonflowers-ex-terms-v1.0,クリソツ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487283344:00081028 | 武 | 【武】「純夏のこの顔は犯罪レベルでクリソツだからな」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クリームシチュー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1162587616:00053606 |  | クリームシチューに、<03>筑前煮、<03>とんかつがあって…<03>…<03>何故にヤキソバ？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クレーン,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00068456 |  | そう言いつつ、<03>「かっぱぎクレーン」の方に顔を向けるあたり、<03>純夏のことよく分かってるな。<0A>さすがポイントガード、<03>周りの事をよく見てらっしゃる。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,グダグダ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00155583 | 銀行強盗１ | 【銀行強盗１】「バカヤロウ、いまさらグダグダ言うなッ！　ほら行くぞ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,グチグチ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1291020652:00045369 |  | ああ言えばこう言う…<03>…<03>くだらねーことにグチグチこだわりやがって！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,グル,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1391025672:00080587 |  | なっ！？　お、<03>おまえまでグル…<03>…<03>？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,グルグル,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1599749696:00043994 |  | ああ…<03>…<03>頭がぼーっとして、<03>さっきから何か思考がグルグル回ってるような気もする。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,グループ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00103511 |  | 冥夜様も良くご存じの大空寺グループの御令嬢がこれに該当致します。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,グー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487283344:00103986 | 純夏 | 【純夏】「グーでなぐるぞ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ケガ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00214141 | 冥夜 | 【冥夜】「ああ、そなた達ケガはないか？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ケジメ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00109234 |  | 女ってヤツは、<03>何かこういうケジメみたいなものは「男から言わなきゃイカン！」的なことを思ってたりするのかもなぁ…<03>…<03>。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ケーキの作り方は殆ど榊さん,,regex_address_false_positive,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression",pf:static:photonflowers11.rio.002:1162587616:00061532 | 純夏 | 【純夏】「ケーキの作り方は殆ど榊さんに教えてもらったんだよね」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ケーブル,,ordinary_or_context_collision,1,contextual,translate in sentence; not frozen as a chapter term,origin/main glossary checked + JP context,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,exact string match is not a context-applicable terminology match,pf:static:photonflowers11.rio.002:1366349532:00051094 |  | ウルターメンシリーズなんか、<03>ケーブルテレビで再放送したりしてるんだろ？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ケーブルテレビ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1366349532:00051094 |  | ウルターメンシリーズなんか、<03>ケーブルテレビで再放送したりしてるんだろ？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ゲヒッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00117498 | 武 | 【武】「――ゲヒッ！？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ゲームオーバー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00114882 |  | あぶねぇ…<03>…<03>。能力発揮の前にいきなりゲームオーバーになるところだった。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ゲームーオーバー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00130250 |  | 故にこのスニーキングミッションも強制ゲームーオーバー！？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,コアラ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1162587616:00041682 |  | それに確か、<03>前に娘ほったらかしで動物園にコアラとカンガルー見に行くとか言ってたし。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,コウゲキリョク,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00040952 | 純夏 | 【純夏】「コウゲキリョクを身につけるぅ？　何のこと？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ココ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00116176 | 夕呼 | 【夕呼】「でもぉ、<03>まりもの口をふさぐのは、<03>手じゃなくてココじゃないの？　く・ち・び・る」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,コスプレショー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00073648 |  | なにしろ、<03>極秘事項の筈の、<03>まりもちゃんのコスプレショーのことまで言っちまったんだ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,コッペパン,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487716956:00103205 | オヤジ | 【オヤジ】「ほう…<03>…<03>コッペパンか。<0A>長年屋台をやってるけど、<03>ヤキソバパンにしてくれと言われたのは初めてだぜ。<0A>ちょい待ち、<03>すぐに用意してやる」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,コンコンコンコン,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00064316 |  | コンコンコンコンうるせぇよっ！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,コンダク,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00104129 |  | え？　え？　記憶がコンダク？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,コンニャク,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00153039 | 壬姫 | 【壬姫】「中に、<03>ハンペンとかガンモドキとかコンニャクとか入ってるんだよー。<0A>中身は食べてのお楽しみで、<03>何種類あるかはヒミツなんだってー！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ゴクリッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1162587616:00059636 |  | ――ゴクリッ<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ゴスーン,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00105253 |  | それから、<03>え～っと、<03>ゴスーン！　ってまたまた音がして目の前が真っ暗になって…<03>…<03>…<03>…<03>記憶がないよ…<03>…<03>…<03>…<03>。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ゴチャゴチャ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00096316 |  | う…<03>…<03>。週末のことでオレがゴチャゴチャ言っちまったから…<03>…<03>か。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,サシ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00091628 |  | 勝敗の先にあるもの…<03>…<03>そのひとつが、<03>今こうして柏木とサシで、<03>深い話をしてるってことだろう。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,サプライズ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00124428 | 夕呼 | 【夕呼】「今初めて言ったもの。<0A>何事にもサプライズは必要じゃない？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,サボ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487716956:00132383 | 武 | 【武】「おまえ日直の仕事サボったろ？　委員長が怒ってたぞ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,サボリ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487590408:00089453 |  | 大声で堂々とサボリを宣言するなんていい度胸じゃないのよ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,サラリ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00046266 |  | 面と向かってサラリと言い放ちやがった！<01>,mechanical_scan_reviewed
