"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"4355","pm:static:photonmelodies11.rio.003:1526866676:00036851","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「戻って早々ではあるが…<03>…<03>君には明日、<03>エドワーズ経由で極東に飛んでもらう」<01>","【戈德曼局长】「虽然你才刚回来……<03>……<03>但明天，<03>我要你经爱德华兹前往远东。」<01>"
"4356","pm:static:photonmelodies11.rio.003:1526866676:00037215","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","極東…<03>…<03>？　まさか…<03>…<03>。<01>","远东……<03>……<03>？　难道……<03>……<03>。<01>"
"4357","pm:static:photonmelodies11.rio.003:1526866676:00037385","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「喜びたまえ""ファルソ""。――次のターゲットは日本だ」<01>","【戈德曼局长】「高兴吧，‘Falso’。――下一个目标是日本。」<01>"
"4358","pm:static:photonmelodies11.rio.003:1526866676:00037597","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","――！？<01>","――！？<01>"
"4359","pm:static:photonmelodies11.rio.003:1526866676:00037619","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「――横浜…<03>…<03>ですか…<03>…<03>！？」<01>","【西尔维奥】「――横滨……<03>……<03>吗……<03>……<03>！？」<01>"
"4360","pm:static:photonmelodies11.rio.003:1526866676:00037747","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「うむ」<01>","【戈德曼局长】「嗯。」<01>"
"4361","pm:static:photonmelodies11.rio.003:1526866676:00037831","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「――！」<01>","【西尔维奥】「――！」<01>"
"4362","pm:static:photonmelodies11.rio.003:1526866676:00037887","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","日本――狭い国土に２つのハイヴを擁する極東の帝国。<01>","日本――在狭小国土上拥有两座巢穴的远东帝国。<01>"
"4363","pm:static:photonmelodies11.rio.003:1526866676:00038075","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","佐渡島、<03>そして――建造距離法則の特異事例にして、
人類の支配下にある唯一のハイヴ、<03>横浜。<01>","佐渡岛，<03>以及横滨――后者不仅是巢穴建造距离法则中的特例，
更是唯一一座处于人类控制之下的巢穴。<03><01>"
"4364","pm:static:photonmelodies11.rio.003:1526866676:00038505","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","国際秘密計画、<03>オルタネイティヴ４の本拠地――つまり、
ＢＥＴＡ研究の最高峰であり最先端。<01>","那里是国际秘密计划<03>Alternative 4的大本营――换句话说，
也是BETA研究的最高峰与最前沿。<01>"
"4365","pm:static:photonmelodies11.rio.003:1526866676:00038853","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「おめでとう。
情報軍司令部はようやく君の話に耳を傾けたようだな」<01>","【戈德曼局长】「恭喜。
看来情报军司令部终于愿意听你的意见了。」<01>"
"4366","pm:static:photonmelodies11.rio.003:1526866676:00039167","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「では…<03>…<03>遂にあの計画を叩き潰す時が…<03>…<03>」<01>","【西尔维奥】「那么……<03>……<03>终于到了摧毁那个计划的时候……<03>……<03>」<01>"
"4367","pm:static:photonmelodies11.rio.003:1526866676:00039365","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「まあ待て…<03>…<03>気持ちはわかるが、<03>そう逸るな」<01>","【戈德曼局长】「先等等……<03>……<03>我理解你的心情，<03>但别急着下结论。」<01>"
"4368","pm:static:photonmelodies11.rio.003:1526866676:00039635","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「は…<03>…<03>」<01>","【西尔维奥】「是……<03>……<03>」<01>"
"4369","pm:static:photonmelodies11.rio.003:1526866676:00039713","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「相手は世界最大の対ＢＥＴＡ秘密計画――慎重に事を運ばなければ、<03>潰れたのはこちらだった、<03>ということにもなりかねん」<01>","【戈德曼局长】「对方是世界上规模最大的对BETA秘密计划――行事若不够谨慎，<03>到头来被摧毁的很可能是我们，<03>而不是对方。」<01>"
"4370","pm:static:photonmelodies11.rio.003:1526866676:00040227","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「現に今日まで、<03>我々は横浜基地に諜報網を構築できていない。ひとりの工作員ですら、<03>その敷地内に送り込めていないのが現実だ」<01>","【戈德曼局长】「事实上直到今天，<03>我们都没能在横滨基地建立情报网。现实就是，哪怕一名特工，<03>也未能送进基地内部。」<01>"
"4371","pm:static:photonmelodies11.rio.003:1526866676:00040887","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"4372","pm:static:photonmelodies11.rio.003:1526866676:00040961","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","欧州屈指の諜報部員を集めた情報軍を一切寄せ付けないとは…<03>…<03>。
確かに、<03>恐ろしいまでの防諜システムだ。<01>","竟然能把汇聚了欧洲顶尖特工的情报军彻底拒之门外……<03>……<03>。
这套反间谍系统<03>的确严密得可怕。<01>"
"4373","pm:static:photonmelodies11.rio.003:1526866676:00041409","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","だがそれは、<03>そこまでして隠しておきたいものがあるという証…<03>…<03>。<01>","但这也证明，<03>他们藏着某种不惜做到这种地步也要保守的秘密……<03>……<03>。<01>"
"4374","pm:static:photonmelodies11.rio.003:1526866676:00041663","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","オルタネイティヴ第四計画…<03>…<03>いったい、<03>何を隠している？！<01>","Alternative 4……<03>……<03>你们究竟<03>藏着什么？！<01>"
"4375","pm:static:photonmelodies11.rio.003:1526866676:00041971","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「しかし、<03>人生とは面白いものだ。
難攻不落の横浜――その扉が、<03>向こうから開かれたのだからな」<01>","【戈德曼局长】「不过，<03>人生还真是有趣。
难攻不落的横滨――那扇门，<03>竟然由对方主动打开了。」<01>"
"4376","pm:static:photonmelodies11.rio.003:1526866676:00042387","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「向こう…<03>…<03>から…<03>…<03>？」<01>","【西尔维奥】「由对方……<03>……<03>主动打开……<03>……<03>？」<01>"
"4377","pm:static:photonmelodies11.rio.003:1526866676:00042495","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「その通り――本題に入ろう」<01>","【戈德曼局长】「没错――说正题吧。」<01>"
"4378","pm:static:photonmelodies11.rio.003:1526866676:00042703","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「…<03>…<03>この女性は？」<01>","【西尔维奥】「……<03>……<03>这位女性是？」<01>"
"4379","pm:static:photonmelodies11.rio.003:1526866676:00042809","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「香月夕呼――日本人。
１６歳で因果律量子論を提唱した、<03>量子物理学と統合生理学の世界的権威。
正に天才だよ」<01>","【戈德曼局长】「香月夕呼――日本人。
16岁时便提出因果律量子论，<03>是量子物理学与综合生理学领域的世界级权威。
堪称真正的天才。」<01>"
"4380","pm:static:photonmelodies11.rio.003:1526866676:00043301","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「ドクター香月は昨年、
国連太平洋方面第１１軍・横浜基地の副司令に就任している」<01>","【戈德曼局长】「香月博士去年
就任联合国太平洋方面第11军横滨基地副司令。」<01>"
"4381","pm:static:photonmelodies11.rio.003:1526866676:00043645","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「民間人が、<03>軍事基地の副司令…<03>…<03>」<01>","【西尔维奥】「一个平民，<03>竟然担任军事基地副司令……<03>……<03>」<01>"
"4382","pm:static:photonmelodies11.rio.003:1526866676:00043815","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「その問いの答えは、<03>横浜基地の場所にある」<01>","【戈德曼局长】「这个问题的答案，<03>就在横滨基地的选址上。」<01>"
"4383","pm:static:photonmelodies11.rio.003:1526866676:00044117","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「なるほど…<03>…<03>」<01>","【西尔维奥】「原来如此……<03>……<03>」<01>"
"4384","pm:static:photonmelodies11.rio.003:1526866676:00044273","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","近傍だと聞いてはいたが、<03>まさかハイヴの真上に基地とはな…<03>…<03>。<01>","早就听说基地在巢穴附近，<03>但没想到竟然就建在巢穴正上方……<03>……<03>。<01>"
"4385","pm:static:photonmelodies11.rio.003:1526866676:00044485","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「このドクター香月こそ、<03>第四計画の提唱者にして総責任者だ。副司令はあくまで表向きの顔に過ぎない」<01>","【戈德曼局长】「这位香月博士<03>正是第四计划的倡议者兼总负责人。副司令不过是她对外公开的身份。」<01>"
"4386","pm:static:photonmelodies11.rio.003:1526866676:00044951","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「ハイヴに基地を建造するというのも、
彼女のアイデアだという。天才となんとやらは紙一重というが…<03>…
いずれにせよ並ではない事は確かだ」<01>","【戈德曼局长】「据说，在巢穴上建造基地也是她的主意。都说天才与疯子只有一线之隔……<03>……
无论如何，她绝不是个普通人物。」<01>"
"4387","pm:static:photonmelodies11.rio.003:1526866676:00045497","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「ドクター香月…<03>…<03>」<01>","【西尔维奥】「香月博士……<03>……<03>」<01>"
"4388","pm:static:photonmelodies11.rio.003:1526866676:00045623","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","なるほど…<03>…<03>言われてみれば、<03>確かに只者ではないオーラを纏っている。
いや、<03>それどころではない。<01>","原来如此……<03>……<03>这么一说，<03>她身上确实有种非同寻常的气质。
不，<03>还远不止如此。<01>"
"4389","pm:static:photonmelodies11.rio.003:1526866676:00045981","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","心の奥底を…<03>…<03>いや、<03>世の理をすべて見透かすような瞳…<03>…<03>。<01>","那双仿佛能看穿人心深处……<03>……<03>不，<03>仿佛能看透世间一切规律的眼睛……<03>……<03>。<01>"
"4390","pm:static:photonmelodies11.rio.003:1526866676:00046221","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","情熱と冷静、<03>不退転の意志を感じさせる唇。
繊細さと大胆さを併せ持つ指…<03>…<03>。<01>","那双唇既透着热情与冷静，<03>又彰显出绝不退让的意志。
还有那兼具纤细与大胆的手指……<03>……<03>。<01>"
"4391","pm:static:photonmelodies11.rio.003:1526866676:00046441","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","そして、<03>世界すら挟み込んで…<03>…
いや、<03>飲み込んでしまいかねないあの胸…<03>…<03>。<01>","以及<03>那对仿佛能将整个世界夹在其中……<03>……
不，<03>甚至能一口吞下的胸部……<03>……<03>。<01>"
