jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
フタ,,candidate,时空的欠片,pm-shard-baseline,1251,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
フライパン,,candidate,时空的欠片,pm-shard-baseline,1252,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
フランクフルト,,candidate,时空的欠片,pm-shard-baseline,1253,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
フレ,,candidate,时空的欠片,pm-shard-baseline,1254,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
フンガ,,candidate,时空的欠片,pm-shard-baseline,1255,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ブラ,,candidate,时空的欠片,pm-shard-baseline,1256,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ブラウン,,candidate,时空的欠片,pm-shard-baseline,1257,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ブルッ,,candidate,时空的欠片,pm-shard-baseline,1258,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
プライド,,candidate,时空的欠片,pm-shard-baseline,1259,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
プラス,,candidate,时空的欠片,pm-shard-baseline,1260,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
プラスチック,,candidate,时空的欠片,pm-shard-baseline,1261,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
プリーズ,,candidate,时空的欠片,pm-shard-baseline,1262,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
プレイヤ,,candidate,时空的欠片,pm-shard-baseline,1263,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ヘロヘロ,,candidate,时空的欠片,pm-shard-baseline,1264,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ヘンテコ,,candidate,时空的欠片,pm-shard-baseline,1265,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ベクトル,,candidate,时空的欠片,pm-shard-baseline,1266,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ベタベタ,,candidate,时空的欠片,pm-shard-baseline,1267,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ベビーカ,,candidate,时空的欠片,pm-shard-baseline,1268,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ペイント,,candidate,时空的欠片,pm-shard-baseline,1269,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ペイントボール,,candidate,时空的欠片,pm-shard-baseline,1270,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ホントッ,,candidate,时空的欠片,pm-shard-baseline,1271,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ホーム,归处,candidate,时空的欠片,pm-shard-baseline,1272,candidate,2,公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语
ボカーン,,candidate,时空的欠片,pm-shard-baseline,1273,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ボタ,,candidate,时空的欠片,pm-shard-baseline,1274,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ボンクラ,,candidate,时空的欠片,pm-shard-baseline,1275,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ポイントゲット,,candidate,时空的欠片,pm-shard-baseline,1276,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ポジティブ,,candidate,时空的欠片,pm-shard-baseline,1277,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ポピュラ,,candidate,时空的欠片,pm-shard-baseline,1278,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マイク,,candidate,时空的欠片,pm-shard-baseline,1279,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マイナスイオン,,candidate,时空的欠片,pm-shard-baseline,1280,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マイペース,,candidate,时空的欠片,pm-shard-baseline,1281,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マウス,,candidate,时空的欠片,pm-shard-baseline,1282,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マスク,,candidate,时空的欠片,pm-shard-baseline,1283,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マスコミ,,candidate,时空的欠片,pm-shard-baseline,1284,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マニ,,candidate,时空的欠片,pm-shard-baseline,1285,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マニア,,candidate,时空的欠片,pm-shard-baseline,1286,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ママチャリ,,candidate,时空的欠片,pm-shard-baseline,1287,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マム,,candidate,时空的欠片,pm-shard-baseline,1288,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マリンスポーツ,,candidate,时空的欠片,pm-shard-baseline,1289,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
マリーナ,,candidate,时空的欠片,pm-shard-baseline,1290,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ミス,,candidate,时空的欠片,pm-shard-baseline,1291,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ミッションコンプリート,,candidate,时空的欠片,pm-shard-baseline,1292,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ミテミテミテミテ,,candidate,时空的欠片,pm-shard-baseline,1293,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ムズ,,candidate,时空的欠片,pm-shard-baseline,1294,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ムッカ,,candidate,时空的欠片,pm-shard-baseline,1295,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ムリ,,candidate,时空的欠片,pm-shard-baseline,1296,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ムリムリッッ,,candidate,时空的欠片,pm-shard-baseline,1297,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
メリ,,candidate,时空的欠片,pm-shard-baseline,1298,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
メーカ,,candidate,时空的欠片,pm-shard-baseline,1299,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
モシャモシャ,,candidate,时空的欠片,pm-shard-baseline,1300,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
モストポピュラ,,candidate,时空的欠片,pm-shard-baseline,1301,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
モット,,candidate,时空的欠片,pm-shard-baseline,1302,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
モットー,座右铭,candidate,时空的欠片,pm-shard-baseline,1303,candidate,2,公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语
モテ,,candidate,时空的欠片,pm-shard-baseline,1304,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
モデル,,candidate,时空的欠片,pm-shard-baseline,1305,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ヤキモチ,,candidate,时空的欠片,pm-shard-baseline,1306,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ヤケ,,candidate,时空的欠片,pm-shard-baseline,1307,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ヤベ,,candidate,时空的欠片,pm-shard-baseline,1308,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ヤベッ,,candidate,时空的欠片,pm-shard-baseline,1309,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ヤリマショウ,,candidate,时空的欠片,pm-shard-baseline,1310,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ユーザ,,candidate,时空的欠片,pm-shard-baseline,1311,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ライフル,,candidate,时空的欠片,pm-shard-baseline,1312,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ラグドール,,candidate,时空的欠片,pm-shard-baseline,1313,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
リアリティ,,candidate,时空的欠片,pm-shard-baseline,1314,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
リアルタイム,,candidate,时空的欠片,pm-shard-baseline,1315,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
リクエスト,,candidate,时空的欠片,pm-shard-baseline,1316,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
リボン,,candidate,时空的欠片,pm-shard-baseline,1317,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
リング,,candidate,时空的欠片,pm-shard-baseline,1318,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ルーズ,,candidate,时空的欠片,pm-shard-baseline,1319,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
ループ,,candidate,时空的欠片,pm-shard-baseline,1320,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
レギュレーション,,candidate,时空的欠片,pm-shard-baseline,1321,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
レクリエーション,,candidate,时空的欠片,pm-shard-baseline,1322,candidate,2,全文机械扫描候选；未据此自动固定中文；类别：片假名/拉丁字母扫描候选
